munkaleiras,link
"Job SummaryP/T cleaner needed for medical facility. Cleaner would be responsible to clean 5 days a week after 5 p.m.Looking for a cleaner who has an eye for detail and takes pride in their work. This is a great position for someone who is wanting to supplement their job or is semi retired.Responsibilities and DutiesCleaner duties include sweeping and mopping floors, emptying garbage, cleaning restrooms, vacuuming, wiping down counter tops and anything else pertaining to the cleanliness of the facility.Qualifications and SkillsLooking for 3-5 years of commercial cleaning experience.Job Type: Part-timeSalary: $10.00 /hourRequired experience:cleaning: 5 yearsJob Location:Brighton, MIRequired license or certification:Driver's License",https://www.indeed.com/viewjob?jk=d34d3150c1102208
"Accurately and efficiently prepares and cooks pizzas. Prepares and portions food products prior to cooking. Also
performs other duties in the areas of food and final pizza preparation, including boxing and garnishing of pizzas and
preparing appropriate garnishment.
Duties & Responsibilities

Prepares a variety of pizzas for cooking in the oven.
Assumes 100% responsibility for quality of products served.
Knows and complies consistently with standard portion sizes, cooking methods, quality standards and kitchen rules,

policies and procedures.

Stocks and maintains sufficient levels of food product at line stations to assure a smooth service period.
Portions food products prior to cooking according to standard portion sizes and recipe specifications.
Maintains a clean and sanitary work area.
Follows proper boxing procedures and garnish set-up for all pizzas.
Handles, stores and rotates all products properly.
Assists in food prep assignments during off-peak periods as needed.
Closes the kitchen properly and follows the closing checklist for kitchen stations. Assists others in closing the kitchen.
Attends all scheduled Employee Partner meetings and brings suggestions for improvement.
Answers the phone and takes orders.
Participates in cleaning projects.
Displays positive and co-operative attitude while working.
Reports to work with a complete and clean uniform.
Posses and arranges for transportation. Shows up to work in a punctual manner.
Performs other related duties as assigned by the kitchen manager or manager on duty. - Must be able to communicate clearly with managers, guests and kitchen personnel.
Able to reach, bend, stoop and frequently lift up to 40 pounds.
Able to work in a standing position for long periods of time (up to nine hours).

",https://www.indeed.com/viewjob?jk=5715178899d21c84
"As a Cashier/Customer Service Associate, you will carry out cashier responsibilities greeting customers, ringing sales, bagging items and assist in selling floor merchandise replenishment. The Cashier/Customer Service provides excellent customer service. Physical requirements include the ability to stand for extended periods of time, twist, bend, squat, reach, and lift up to 50 pounds. Use of hands and fingers is a continuous and repetitive activity, wrist and body turning will occur on a continuous basis. Strong communication skills, visual acuity, speaking and hearing are required to communicate with customers and associates. Cashier, Customer Service experience preferred.

Brand: Forman Mills
Address: 250 North Telegraph Rd. Pontiac, MI - 48341
Property Description: 0406-Pontiac, MI
Property Number: 0406",https://www.indeed.com/viewjob?jk=257d56fb9ff98e2b
"Job SummaryCleaner needed for medical facility. Cleaner would clean 4 to 5 days after 5 p.m.Ideal cleaner would have an eye for detail.Responsibilities and DutiesCleaner duties include sweeping and mopping floors, cleaning bathrooms, emptying garbage, vacuuming, wiping downcounter tops and anything else leading to the cleanliness of the facility.Qualifications and SkillsLooking for someone who has at least 4-5 years of commercial cleaning experience.Job Type: Part-timeSalary: $10.00 /hourRequired experience:commercial cleaning: 4 yearsJob Location:Novi, MI",https://www.indeed.com/viewjob?jk=e4f8c39d2fce9c52
"ResCare

Title: Direct Support Professional-North Branch, MI


Job Category: Direct Care/Operations


Line of Business: Residential Services


About ResCare


Join us in transforming peoples' lives and their communities! ResCare is a one-of-a-kind human services company offering services for people with intellectual and developmental disabilities, home care for seniors, as well as education, vocational training, and job placement for people of all ages and skill levels. Right now, we have an exciting opportunity for you to join our team as a Direct Support Professional-North Branch, MI. In this position, you will play a vital and positive role in helping our clients with intellectual, cognitive, or developmental disabilities achieve their fullest potential.


Are you passionate about helping others? Don’t miss this opportunity to find career success and fulfillment while you help people reach their highest level of independence! Apply today! ResCare. Where Care Meets Career.


About This Career Opportunity

We have an exciting opportunity for you to join our team as a Direct Support Professional-North Branch, MI. In the position, you will play a vital role in helping our clients with intellectual, cognitive, or developmental disabilities achieve their highest level of independence. Not only will you see positive results of your work every day, but you will have an opportunity for professional development and advancement to positions of greater responsibility. Many leaders with ResCare began their careers as Direct Support Professionals.


Direct Support Professional Responsibilities

Performing personal care tasks, including assistance with basic personal hygiene and grooming, feeding, and ambulation, medical monitoring, and health care related tasks. Fostering positive relationships between individuals served and their housemates
Ensuring client safety and maintaining a safe environment
Assisting with toileting, including bedpans, urinals, and commode chairs
Reminding/assisting client with self-administration of medications (with proper training)
Encouraging self-help activities
Reporting changes in client's condition or family situation to the office
Documenting services provided
Performing home management functions such as light housekeeping, laundry, bed making, and cleaning
Planning meals, shopping for groceries, preparing and serving food/meals, feeding and clean-up
Accompanying client to scheduled appointments
Transporting clients or running errands for clients
Specific Requirements

18 years of age or older
High school degree/GED
Valid driver's license (in most cases)
Ability to work in home-like settings
Ability to communicate (verbally and written) with all levels of personnel, internal and external to the company
Ability to handle physical aspects of job, including bending, stooping, lifting, pushing, pulling, reaching, and walking for periods of time
Additional Information


Benefits


In addition to meeting your passion for making a difference in people's lives and career advancement, opportunities you may also be offered:

Competitive pay based on experience
Medical, Dental, Vision Benefits
Suite of voluntary insurance options
401(k)
Paid Time Off
Holidays
Performance incentives
Company Discount Purchasing Program
Cell phone Service
Ford and Chrysler Automobiles
Furniture
Appliances
Staples discounts
Employee Assistance Program
Legal Assistance Program
Tuition Reimbursement
Predictive Full-time, 40 Hour Plus Schedule
Part-time and On-call shifts available (less than 30 hours)
Don't miss this opportunity to find career success and fulfillment while you assist people to reach their highest level of independence.


ResCare is an Equal Opportunity Employer. ResCare does not discriminate against any person on the basis of gender, race, color, national origin, religion, disability, age, veteran status, gender identity or sexual orientation in admission, treatment, or participation in its programs, services and activities, or in employment, or on the basis of gender in its health programs and activities.


Email: residentialjobs@rescare.com


4895 BURNSIDE RD, NORTH BRANCH, MI 48461-8940 USA",https://www.indeed.com/viewjob?jk=71465fe6db296526
"A Great Opportunity
At ViaQuest Day & Employment Services we provide support to individuals with developmental disabilities within our Day Program. Training for this position is provided in its entirety so no experience is required. Apply today and make a difference in the lives of the individuals we serve!
Responsibilities may include:

Providing direct care and support to individuals with developmental disabilities – our goal is to foster increased independence, choice and empowerment while assuring that their health and safety needs are being met at all times.

Supervising, teaching and assisting individuals in all aspects of his/her life.

Transporting the individuals between their homes and the Day Program through the use of a company, passenger van.

Providing personal care assistance.

Participating in community outings through the transportation and assistance of the individuals served.

Requirements for this position include:

At least 18 years of age.

High school diploma or GED.

Valid driver's license.

Fewer than 6 points in the last two years on your motor vehicle record.

Can push, lift or carry up to 50 lbs. and can climb, balance, kneel and crouch.

What ViaQuest can offer you:

Paid training including CPR and First Aid courses and certifications.

Benefit package for full-time employees (including medical, vision, dental, disability and life insurance and a 401k).

Earn up to 13 days of paid-time off within your first year of employment.Up to $800 of bonuses for full-time employees and $400 for part-time/on-call employees within your first year of employment.Premium holiday pay.

Annual pay increases.

Employee referral bonus program.

About ViaQuest Day & Employment Services
To learn more about ViaQuest Day & Employment Services please visit http://www.viaquestinc.com/specialized-services/day-employment-services/

From Our Employees To You
http://careers.viaquestinc.com/viaquest-culture-of-choice/

Do you have questions? Contact us at:
Careers@ViaQuestInc.com",https://www.indeed.com/viewjob?jk=25bd6b74223d0446
"A Great Opportunity
At ViaQuest Residential Services we provide support to individuals with developmental disabilities in their homes. Training for this position is provided in its entirety so no experience is required. Apply today and make a difference in the lives of the individuals we serve!

Responsibilities may include:

Providing direct care and support to individuals with developmental disabilities – our goal is to foster increased independence, choice and empowerment while assuring that their health and safety needs are being met at all times.

Supervising, teaching and assisting individuals in all aspects of his/her life.

Completing various household tasks including meal preparation and maintaining a clean and safe living environment.

Providing personal care assistance.
Requirements for this position include:

At least 18 years of age.

High school diploma or GED.

Personal, reliable vehicle that you're willing and able to use to transport individuals served.

Valid driver's license and car insurance.

Fewer than 6 points in the last two years on your motor vehicle record.

Can push, lift or carry up to 50 lbs. and can climb, balance, kneel and crouch.

What ViaQuest can offer you:

Paid training including CPR, First Aid and Medication Administration courses and certifications.

Benefit package for full-time employees (including medical, vision, dental, disability and life insurance and a 401k).

Earn up to 13 days of paid-time off within your first year of employment.Up to $800 of bonuses for full-time employees and $400 for part-time/on-call employees within your first year of employment.An additional $1.00/hour for designated medical and behavioral sites.Premium holiday pay.

Mileage reimbursement.

Annual pay increases.

A variety of flexible schedules.

Employee referral bonus program.
About ViaQuest Residential Services
To learn more about ViaQuest Residential Services please visit http://www.viaquestinc.com/specialized-services/residential-services/

From Our Employees To You
http://careers.viaquestinc.com/viaquest-culture-of-choice/

Do you have questions?

Email us at Careers@ViaQuestInc.com

OR

Text the keyword VQJobs to 97211 for more information",https://www.indeed.com/viewjob?jk=c2c25644dfbb0d64
"Become a part of the World's Foremost Outfitter team! At Cabela's we passionately serve people who enjoy the outdoor lifestyle by delivering innovation, quality and value in our products and service. Live...Dream... Work the Adventure! Cabela’s has an opening for a Part-Time Retail Firearms Operations Outfitter in the gun department at our Dundee, MI retail store.
Position Overview:
This position requires the ability to safely handle firearms and adhere to all company, state, and federal firearms regulations. Provide legendary customer service experience to every customer by greeting, consulting, and assisting them in finding merchandise and making buying decisions. This includes processing firearms transactions in an efficient manner in accordance with all internal policies, procedures, and applicable law. Responsible for acquiring and disposing firearms and the integrity of the ATF required bound book. This position initiates all 4473 forms with customers and is responsible for conducting the final check of applicable company, state, and federal forms prior to a firearm being transferred to the customer.

Essential Job Functions:

Responsible for systematically and physically acquiring and disposing all firearms legally and in accordance with all ATF, state, and local laws / regulations and with Cabela’s policies. This includes acquiring firearms that are purchased or shipped to the store via varying methods, and disposing all transferred firearms, shipped or sold over the counter to a customer by close of business the day the acquisition or disposition occurs. Responding to ATF Trace requests, sending required reporting to ATF and other state agencies, and completing other state required paperwork as necessary. Additional requirements include: completing ATF required forms, applicable state forms necessary for background checks, certifying and screening all potential firearm transfers for legality of the sale, complying with waiting periods or other possible state requirements, and preventing possible straw purchases.
Provide a legendary customer service experience to every customer by assisting them in making purchasing decisions through the application of the SLAM process including greeting, identifying and evaluating the customer’s needs, and then making appropriate product recommendations based off this analysis. Delivery of the Firearms Experience process with customers and assisting the customer with a complete outfitting solution including identified attachments. Ability to mount scopes and other accessories onto firearms.
Responsible for ensuring all firearms are acquired safely utilizing Cabela's protocols, proper and error free completion of all company forms, conducting firearms audits, properly storing / locating, cleaning, and preparation of firearms for retail sale, working replenishment of firearms to the sales floor, properly packaging and shipping firearms in accordance with federal / state laws and Cabela's policy, safely checking / clearing firearms received by customers or via shipment, as well as mounting optics to firearms.
Assure visual standards are met by up-keep and maintenance to include, but not limited to, restocking, remerchandising, cleaning fixtures, and vacuuming. Responsible for maintaining 5S standards within the department and back room including attention to proper facing of firearms tags and performing opening and closing duties.
Responsible for participating in ongoing training including, but not limited to firearms and shooting product information, diverse shooting discipline awareness, systems training, compliance related training, and selling skills / techniques.
Effectively communicate to customers the benefits of Cabela’s programs, including but not limited to CLUB membership, Kiosk, VOC, and In-Store Pick-up.
Other Duties as Assigned by Management.

Requirements

High School Diploma or Equivalent
2 to 4+ Years’ Experience
Must be at least 21 years of age. Have a working knowledge of Federal and State firearm regulations (required)
Ability to use Good Judgement and Logic (required)
Strong Attention to Detail (required)
Ability to Handle Multiple Projects at the Same Time (required)
Ability to Problem Solve, and Work Through Complex Issues (required)
Hiring preference will be given to those with solid ATF knowledge, detail-oriented, proven sales experience and firearms regulatory compliance knowledge, willing to move quickly from one task to another, and at least two to four years of experience in the firearms industry.

Cabela’s is an Equal Opportunity Employer (EOE) and we seek to create an inclusive work place that embraces diverse backgrounds, life experiences and perspectives. Cabela’s shows commitment to the men and women who have served in the United States Armed Forces by providing meaningful, challenging career opportunities where military skills and experience may be applied.

Cabela's offers a competitive benefits package to include: 401k, vacation, health and dental coverage for you and your family, and employee discounts.",https://www.indeed.com/viewjob?jk=0c64fce8a0a01bcb
"**Overview**

If you want an exciting job with one of the largest off-price retail stores in the nation, join the Burlington Stores, Inc. team as a Cashier! Are you a people person with an outgoing and friendly demeanor? Can you think on your feet in a fast-paced and demanding environment? Do you enjoy the satisfaction of positively impacting someone’s day? If so, this may be the right role for you!

Cashiers are at the heart of Burlington’s success! As the last person our customers interact with in stores, you’re tasked with the great responsibility of creating a lasting and positive memory of their Burlington shopping experience. By always maintaining a positive and professional attitude, and working to deliver excellent customer service that addresses all the customer’s needs while getting them through the check-out process quickly and easily, our cashiers are key in helping us provide a world-class shopping experience to our customers.

**Responsibilities: **

+ Deliver excellent customer service with a positive, professional attitude

+ Accurately and efficiently ring on register

+ Process layaways, returns, and exchanges

+ Perform other tasks as assigned by manager from time-to-time

Candidates must be able to work a flexible schedule; including nights, weekends and holidays as required.

If you…

…are excited to deliver great values to customers every day;

…take a sense of pride and ownership in helping drive positive results for a team;

…are committed to treating colleagues and customers with respect;

…believe in the power of diversity and inclusion;

…want to participate in initiatives that positively impact the world around you;

Come join our team. You’re going to like it here!

You will enjoy a competitive wage, flexible hours, and an associate discount. We are a rapidly growing brand, and provide a variety of training and development opportunities so our associates can grow with us. Our store teams work hard and have fun together! Burlington associates make a difference in the lives of customers, colleagues, and the communities where we live and work every day. Burlington Stores, Inc. is an equal opportunity employer committed to workplace diversity.

**Posting Number** _2018-81466_
**Location** _US-MI-Auburn Hills_
**Address** _4128 Baldwin Rd A 401_
**Zip Code** _48326_
**Position Type** _Regular Part-Time_
**Career Site Category** _Store Associate_
**Position Category** _Store Associate_
**Evergreen** _Yes_",https://www.indeed.com/viewjob?jk=bb29dbccd1535af9
"Ring up customer's orders by scanning product or punching price into register according to established Company policies and procedures.
Finalize sales and collect payments by totaling order and accepting tender from customer.
Alertly watch customers at pumps to help prevent drive-offs, unsafe misuse of gasoline containers or placement and pumping multiple cars within the same transaction (Double Pumping).
Provide products and services that are competitively priced, meet the requirements of internal and external customers at all times and abide by the Company's Statement of Values.
Maintain cleanliness of equipment, counter area, floor, restrooms, exterior pump area, etc. to ensure safety and sanitation regulations are met.
Know and follow all state and local laws regarding cigarette sales.
Know and follow all coupon-handling procedures.
Understand how to sell Lottery tickets, gift cards and Telephone Calling Cards.
Assist in Kitchen area as needed.
Assist other store team Members in maintaining security in the store.
Block and straighten shelves as needed.
Assist with light stocking duties and inform management of any out of stock items.
Replace misplaced items to the proper location.
Little or no financial or budgetary responsibility Amount of Budgetary Responsibility: \\$0
To exceed customer needs and expectations by providing efficient, accurate and pleasant check-out service and shopping assistance.",https://www.indeed.com/viewjob?jk=d489e52e1f03452e
